NCBI TaxID,Species,Notes,Domain,Phylum,Gram stain (bacteria),BSL level,Application area,Source Niche,Cultivation tags,Genetic tool readiness level,Need day 1,Author,Alternative names,Projects
1091037,Rheinheimera longhuensis,Many strains multidrug-resistant due to presence of genetic mobile elements (ICE),Bacteria,Pseudomonadota,Negative,1,Production,Aquatic: freshwater,"Aerobe, Alkaliphile, Mesophile",Unreviewed,No,Zaira Martín Moldes,,
384,Rhizobium leguminosarum,N fixation in leguminous plant root nodules,Bacteria,Pseudomonadota,,1,"Agriculture, Sustainability",,"Aerobe, Mesophile",Level 2,No,Charlie Gilbert,,
4847,Rhizopus oligosporus,Tempeh production,Eukarya,Mucoromycota,,1,Food,,"Aerobe, Filamentous, Mesophile",Level 2,yes,Charlie Gilbert,,
37919,Rhodococcus opacus,"Lignocellulosic biomass conversion, produces high quantities of lipids, can tolerate and consume toxic lignin-derived aromatic compound",Bacteria,Actinomycetota,Positive,1,"Bioremediation, Production",Soil,"Aerobe, Chemolitotrophic, Mesophile",Unreviewed,yes,Clair Kang,,CRISPRi
29549,"Rhodothermus
  marinus","Production of thermostable enzymes, namely polysaccharide hydrolizing and DNA synthesis enzymes",Bacteria,Rhodothermota,Negative,1,Production,Extreme: hot spring,"Aerobe, Halophile, Thermophile",Unreviewed,No,Zaira Martín Moldes,,
,Rhodothermus marinus R-18,"Production of thermostable enzymes, namely polysaccharide hydrolizing and DNA synthesis enzymes",Bacteria,Rhodothermota,Negative,1,Production,Extreme: hot spring,"Aerobe, Halophile, Thermophile",Unreviewed,No,Zaira Martín Moldes,,
5535,Rhodotorula glutinis,"Red yeast, oleaginous, biofuel production, surfactant production, pigment production, monomorphic/dimorphic species",Eukarya,Basidiomycota,,1,Production,,"Aerobe, Mesophile",Level 1,No,Charlie Gilbert,Rhodosporidium toruloides,
76305,"Roseibium
  denhamense",Bacteriochlorophyll-containing bacteria,Bacteria,Pseudomonadota,Negative,1,Production,Aquatic: marine,"Aerobe, Halophile, Mesophile",Unreviewed,yes,Zaira Martín Moldes,,
150831,"Roseibium
  hamelinense",Bacteriochlorophyll-containing bacteria,Bacteria,Pseudomonadota,Negative,1,Production,Aquatic: marine,"Aerobe, Halophile, Mesophile",Unreviewed,yes,Zaira Martín Moldes,,
4932,"Saccharomyces
  cerevisiae",Model yeast,Eukarya,Ascomycota,,1,"Basic science, Production",Tree/Fruit/food,"Aerobe, Mesophile",Level 1,No,Zaira Martín Moldes,,
146919,"Salinibacter
  ruber","Salt-stable enzymes; contain different retinal pigments: light-driven proton pumps, chloride pumps, and light sensors. Salinixanthin: light antenna and transfers energy to the retinal group of xanthorhodopsin, a light-driven proton pump",Bacteria,Rhodothermota,Negative,1,Production,"Aquatic: marine, Extreme: soda lake","Aerobe, Halophile, Mesophile",Unreviewed,yes,Zaira Martín Moldes,,
148453,"Salinicoccus
  alkaliphilus",Potential source of enzymes for biomass pre-treatment for biofuel production and pH and salt-stable enzymes,Bacteria,Bacillota,Positive,1,Production,Extreme: soda lake,"Aerobe, Alkaliphile, Halophile, Mesophile",Unreviewed,yes,Zaira Martín Moldes,,
272773,"Salinivibrio
  costicola subsp. alcaliphilus",Protease producer. Potential source of enzymes for biomass pre-treatment for biofuel production and pH and salt-stable enzymes,Bacteria,Pseudomonadota,Negative,1,Production,Tree/Fruit/food,"Aerobe, Alkaliphile, Halophile, Mesophile",Unreviewed,yes,Zaira Martín Moldes,,
65672,Serendipita indica,Plant endophyte with PGP effects,Eukarya,Basidiomycota,,1,Agriculture,Soil,"Aerobe, Filamentous, Mesophile",Level 2,yes,Charlie Gilbert,,
1458425,"Serpentinomonas
  raichei",Potential use of recalcitrant C sources,Bacteria,Aquificota,Negative,1,Bioremediation,Extreme: alkaline water,"Aerobe, Alkaliphile, Mesophile",Unreviewed,No,Zaira Martín Moldes,,
23,Shewanella affinis KMM 3587,"able to degrade gelatin, casein and Tween 20, 40 and 80. Reduces nitrate to nitrite. H2S is formed from thiosulfate anaerobically.",Bacteria,Pseudomonadota,Negative,1,"Basic science, Production",Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,Shewanella colwelliana,DNA delivery screen
1331670,Shewanella algae ACDC,Chlorate reducer,Bacteria,Pseudomonadota,Negative,2,Bioremediation,Aquatic: marine,Aerobe,Level 4,yes,Anna Douyon,,DNA delivery screen
,Shewanella algae BrY (a recent paper says it's S. indica),"Reduces iron (ferric, FeIII) ferric iron, Resistant to chromium (ATCC), the dissimilatory ironreducing bacterium Shewanella alga strain BrY promoted As mobilization from a crystalline ferric arsenate as well as from sorption sites within whole sediments. S. alga cells released arsenate from the mineral scorodite (FeAsO4â2H2O) as a result of dissimilatory (i.e., respiratory) reduction of Fe(III) to Fe(II). extracellular melanin is produced by Shewanella algae BrY.",Bacteria,Pseudomonadota,Negative,1,"Bioremediation, Production","Aquatic: freshwater, Aquatic: marine","Aerobe, Mesophile",Level 4,yes,Anna Douyon,Shewanella indica,DNA delivery screen
,Shewanella algae IAM 14159 [OK-1],"Produces tetrodotoxin (ATCC+papers), the type strain was designated OK-1 following the original nomenclature by Kotaki et al. (2). S. algae is the most relevant human pathogen within the genus Shewanella, causing bacteremia, otitis, skin and soft tissue infections, and a variety of other diseases, with the emergence of multidrug-, resistant isolates being a concern (genome paper). the only species in this genus that can carry out acetate-driven extra- cellular electron transfer, shows positive reduction of nitrate to nitrite [24], and reduction of solid iron (Fe(III)) oxides with lactate as electron donor, as well as positive anaerobic oxidation of acetate with soluble manganese or iron as electron acceptor [13] (see paper). Reduction of trimethyl- amine oxide reaction is positive (see papers).",Bacteria,Pseudomonadota,Negative,2,"Health, Production",Aquatic: marine,"Aerobe, Psychrophile",Level 4,yes,Anna Douyon,,DNA delivery screen
326297,Shewanella amazonensis SB2B [CIP 105786],"Reduces iron, manganese, and sulfur compounds (atcc). exceptionally active inthe anaerobic reductionof iron, manganeseand sulfur compounds (see paper)",Bacteria,Pseudomonadota,Negative,1,"Basic science, Bioremediation",Aquatic: freshwater,"Aerobe, Mesophile",Level 3,yes,Anna Douyon,,DNA delivery screen
325240,Shewanella baltica OS155,Most Important H2S-Producing Species. There are dfferent recent papers studying this species.,Bacteria,Pseudomonadota,Negative,1,"Health, Production",Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,Shewanella colwelliana LST [LST-W],"Produces melanin. Induces settlement and metamorphosis of Crassostrea virginica (oyster) larvae. Produces an acid polysaccharide exopolymer (ATCC). A marine bacterium which grows in association with oysters, has been found to produce an unusual extracellular polymer which mediates irreversible adhesion of the bacterium to surfaces (see 1991, Biofouling paper)",Bacteria,Pseudomonadota,Negative,1,Production,Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,"Shewanella denitrificans OS217 [DSM 15013, LMG 21692]",vigorous denitrifier,Bacteria,Pseudomonadota,Negative,1,Bioremediation,Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
934143,Shewanella dovemarina Strain MAR441,"15-25 % EPA of TFA, Under anaerobic conditions, strain MAR441 contained less amount of EPA and produced electricity of ~100 mW m-2",Bacteria,Pseudomonadota,Negative,1,Sustainability,Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,Shewanella fidelis KMM 3582 [LMG 20551],O-specificpolysaccharide,Bacteria,Pseudomonadota,Negative,1,Production,Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,"Shewanella frigidimarina ACAM 591 [1C-P1, C1T2A1, CIP 105515, DSM 12253]","Produces eicosapentaenoic acid and Reduces iron (ferric, FeIII) ferric iron (ATCC). Anaerobic growth occurs by fermentationof D-glucose or alternatively by anaerobic respiration with ferric compounds, nitrate, or TMAO as the electron acceptor and either sodium lactate or sodium acetate as the electron donor.",Bacteria,Pseudomonadota,Negative,1,Production,congelation ice (Antartica),"Aerobe, Psychrophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,"Shewanella gelidimarina ACAM 456 [CIP 105516, DSM 12621, JS6P20rMBSt]","Produces eicosapentaenoic acidReduces iron (ferric, FeIII) ferric ironBiotechnology (ATCC). utilized a variety of electron accep- tors, including nitrate, ferric compounds, and trimethylamine N-oxide, Produces EPA (see paper)",Bacteria,Pseudomonadota,Negative,1,Production,congelation ice (Antartica),"Aerobe, Psychrophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,Shewanella hafniensis P010,"They are unable to ferment glucose but reduce TMAO and produce H2S. Cells reduce nitrate, hydrolyse gelatin and are positive for the production of DNase and ornithine decarboxylase.",Bacteria,Pseudomonadota,Negative,1,Production,Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,"Shewanella haliotis Strain AmMS 201 (see paper, but strain designation is DW01)","H2S production, gelatinase and reduction of nitrates to nitrites (see paper, but strain designation is DW01)human infections",Bacteria,Pseudomonadota,Negative,1,"Bioremediation, Health, Production",Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,Shewanella hanedai 281,Positive for H2S production and fermentationof d-glucose. Nitrate reducer. (see first paper),Bacteria,Pseudomonadota,Negative,1,Production,Aquatic: marine,"Aerobe, Psychrophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,"Shewanella japonica KMM 3299 [CIP 106860, LMG 19691]","produce EPA, FA and PUFAs (see paper). The ability of S. japonica to use a diverse range of carbon sources (from monosaccharides to sucrose to agar) indicates that it may have great promise in MFC for marine environments. The reported data conclude that sucrose can be utilized for power production from S. japonica. Additionally, riboflavin was observed in culture supernatants and corresponded with significant increases in the current generated from a MFC but may not be the only mediator present for mediating electron transfer from S. japonica to carbon electrodes. Moreover, there was not a clear connection between biofilm formation and current output suggesting that electron transfer from the bacterium to the electrode surface was solely through mediated mechanisms not direct electrode contact",Bacteria,Pseudomonadota,Negative,1,Sustainability,Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
323850,Shewanella loihica PV-4,"With lactate as the substrate, fumarate, MnO2, ferric citrate, akaganeite, cobalt [Co(III)] EDTA, potassium chromate, uranyl carbonate, hydrous ferric oxides and trimethylamine N-oxide are reduced, but ferric EDTA, nitrate, nitrite, thiosulfate, sulfur, sulfate, sulfite and DMSO are not.",Bacteria,Pseudomonadota,Negative,1,Basic science,"Aquatic: marine, thermal vent","Aerobe, Psychrophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,Shewanella morhuae U1417,"Unable to ferment glucose but reduce TMAO and produce H2S. Cells reduce nitrate, hydrolyse gelatin and are positive for the production of DNase and ornithine decarboxylase (see paper).",Bacteria,Pseudomonadota,Negative,1,Bioremediation,Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
70863,Shewanella oneidensis,"Bioremediation, wastewater treatment, microbial electricity generation, model for extracellular electron transfer",Bacteria,Spirochaetes,Negative,1,"Bioremediation, Sustainability","Extreme: deep sea, Soil","Aerobe, Mesophile",Level 2,No,Charlie Gilbert,,
211586,Shewanella oneidensis MR-1 [CIP 106686],"Cells are able to reduce nitrate to nitrite and nitrite to nitrous oxide. They exhibit cytochrome oxidase, catalase and gelatinase activities, and produce H,S from thiosulfate (see paper).",Bacteria,Pseudomonadota,Negative,1,Bioremediation,Aquatic: freshwater,"Aerobe, Mesophile",,yes,Anna Douyon,,DNA delivery screen
70864,Shewanella pealeana Strain ANG-SQ1,"Reduces sulfur (atcc). The isolate growsanaerobically by the reduction of iron, manganese, nitrate, fumarate,trimethylamine-N-oxide, thiosulfate or elemental sulfur as terminal electronacceptor with lactate.",Bacteria,Pseudomonadota,Negative,1,"Basic science, Bioremediation",Aquatic: marine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
399804,Shewanella putrefaciens 200,"Transformation of tetrachloromethane (ATCC). Rates of dissimilatory iron reduction by S. putrefacienssp. strain 200 normalized for cell density are among the highest reported (see paper). espires anaerobically on a wide range of compounds as the sole terminal electron acceptor, including ferric iron [Fe(III)] and manganese oxide [Mn(IV)]. Remarkable respiratory versatility as it is able to grow on a wide variety of compounds as terminal electron acceptor, including oxy- gen (O2), nitrate (NOQ3 ), nitrite (NOQ2 ), Mn(IV)-oxides, Fe(III)-oxides, trimethylamine-N-oxide (TMAO), sul¢te (SO2Q ), thiosulfate (S2 O2Q ) and fumarate [20,23]",Bacteria,Pseudomonadota,Negative,1,"Basic science, Bioremediation",oil pipeline,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,"Shewanella putrefaciens 95 [ICPB 3352, NCIB 10471]",Quality control strain for BBL and Roche Diagnostics products (ATCC). Produces elecricity.,Bacteria,Pseudomonadota,Negative,1,"Basic science, Sustainability",unknown,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
319224,Shewanella putrefaciens CN-32,Reduces iron (ATCC). Distinctive electron transfermechanism for bioreduction of Methyl Orange compared to the other exoelectrogens.The specific azoreductase and the Mtr respiratory pathway werenot responsible for the anaerobic reduction of MO (Process Biochemistry paper). Can reduce nitrobenzene (Environ. Sci. Technol. 2010),Bacteria,Pseudomonadota,Negative,1,,mine,"Aerobe, Mesophile",Level 4,yes,Anna Douyon,,DNA delivery screen
,Shewanella woodyi MS32,Extracellular electron transfer (EET) and bioluminescence,Bacteria,Pseudomonadota,Negative,1,Basic science,Aquatic: marine,Aerobe,Level 3,yes,Anna Douyon,,DNA delivery screen
159291,"Spirochaeta
  americana",Potential source of pH and salt-stable enzymes,Bacteria,,Negative,1,Production,Extreme: soda lake,"Alkaliphile, Anaerobe, Halophile, Mesophile",Unreviewed,No,Zaira Martín Moldes,,
5429,Sporobolomyces spp,"Model for ballistospores, metabolic engineering, food and feed industry applications",Eukarya,Basidiomycota,,1,"Basic science, Production",,"Aerobe, Mesophile",Level 2,No,Charlie Gilbert,Sporidiobolus spp.,
114975,"Sporosarcina
  aquimarina","Strain SjAM16103 shown plant-promoting attributes such as siderophore production, phosphate solubilization, IAA production, and nitrogen fixation",Bacteria,Bacillota,Positive,1,"Agriculture, Production","Aquatic: marine, Soil","Aerobe, Halophile, Mesophile",Unreviewed,yes,Zaira Martín Moldes,,
,"Sporosarcina
  pasteurii",Model for microbially-induced calcium carbonate precipitation,Bacteria,Bacillota,Positive,1,"Materials, Production",Soil,"Aerobe, Halophile, Mesophile",Unreviewed,yes,Charlie Gilbert,,
1282,"Staphylococcus
  epidermidis","Microbiome, biocontrol for pathogens",Bacteria,Bacillota,Positive,1,"Basic science, Health",Skin microbiome,"Aerobe, Mesophile",Unreviewed,yes,Zaira Martín Moldes,,
1902,"Streptomyces
  coelicolor","Antibiotic, immunosuppressants and anti-tumor agents production. Life-cycle includes differentiation into aerial mycelium and spore formation",Bacteria,Actinomycetota,Positive,1,"Basic science, Production",Soil,"Aerobe, Filamentous, Mesophile, Slow grower",Unreviewed,No,Zaira Martín Moldes,,
1911,"Streptomyces
  griseus","Antibacterial, antifungal, and antiparasitic drugs, immunosuppresant production",Bacteria,Actinomycetota,Positive,1,Production,Soil,"Aerobe, Filamentous, Mesophile, Slow grower",Unreviewed,No,Zaira Martín Moldes,,
226217,"Streptomyces
  sodiiphilus","Antibacterial, antifungal, and antiparasitic drugs, immunosuppresant production",Bacteria,Actinomycetota,Positive,1,Production,Soil,"Aerobe, Alkaliphile, Filamentous, Mesophile, Slow grower",Unreviewed,No,Zaira Martín Moldes,,
1952,"Streptomyces
  thermoviolaceus","Antibacterial, antifungal, and antiparasitic drugs, immunosuppresant production",Bacteria,Actinomycetota,Positive,1,Production,Soil,"Aerobe, Filamentous, Mesophile, Slow grower",Unreviewed,No,Zaira Martín Moldes,,
1906,Streptomyces fradiae,"Antibacterial, antifungal, and antiparasitic drugs, immunosuppresant production",Bacteria,Actinomycetota,Positive,1,Production,Soil,"Aerobe, Alkaliphile, Filamentous, Mesophile, Slow grower",Unreviewed,No,Zaira Martín Moldes,,
1348284,Streptomyces fukangensis,"Antibacterial, antifungal, and antiparasitic drugs, immunosuppresant production",Bacteria,Actinomycetota,Positive,1,Production,Soil,"Aerobe, Alkaliphile, Filamentous, Mesophile, Slow grower",Unreviewed,No,Zaira Martín Moldes,,
285536,Streptomyces sannanensis,"Antibacterial, antifungal, and antiparasitic drugs, immunosuppresant production",Bacteria,Actinomycetota,Positive,1,Production,Soil,"Aerobe, Alkaliphile, Filamentous, Mesophile, Slow grower",Unreviewed,No,Zaira Martín Moldes,,
2099643,"Streptomyces sp.
  myrophorea","Antibacterial, antifungal, and antiparasitic drugs, immunosuppresant production",Bacteria,Actinomycetota,Positive,1,Production,Soil,"Aerobe, Alkaliphile, Filamentous, Mesophile, Slow grower",Unreviewed,No,Zaira Martín Moldes,,
68284,Streptomyces werraensis,"Antibacterial, antifungal, and antiparasitic drugs, immunosuppresant production",Bacteria,Actinomycetota,Positive,1,Production,Soil,"Aerobe, Alkaliphile, Filamentous, Mesophile, Slow grower",Unreviewed,No,Zaira Martín Moldes,,
2285,"Sulfolobus
  acidocaldarius",Source for thermo and ph-stable enzymes. Source of sulfolobicins (antibiotic proteins).,Archaea,Thermoproteota,,1,Production,Extreme: hot spring,"Acidiphile, Aerobe, Thermophile",Unreviewed,No,Zaira Martín Moldes,,
2287,"Sulfolobus
  solfataricus",Source for thermo and ph-stable enzymes. Source of sulfolobicins (antibiotic proteins).,Archaea,Thermoproteota,,1,Production,Extreme: hot spring,"Acidiphile, Aerobe, Thermophile",Unreviewed,No,Zaira Martín Moldes,,
148813,Sulfuricurvum kujiense,"https://www.frontiersin.org/articles/10.3389/fmicb.2019.02710/full, sulfur-oxidizer",Bacteria,Campylobacterota,Negative,1,Bioremediation,Extreme: deep sea,"Anaerobe, Chemoautotrophe",Unreviewed,No,Zaira Martín Moldes,,
32046,Synechococcus elongatus,"Photosynthetic microbe, suggested for use as bioproduction host, bioactive compound production",Bacteria,Cyanophyta,,1,"Production, Sustainability",Aquatic: marine,"Aerobe, Alkaliphile, Mesophile, Photoautotrophe",Level 2,No,Charlie Gilbert,,
1142,Synechocystis,"Photosynthetic microbe, suggested for use as bioproduction host",Bacteria,Cyanophyta,,1,"Production, Sustainability",Aquatic: marine,"Aerobe, Alkaliphile, Mesophile, Photoautotrophe",Level 2,No,Charlie Gilbert,,
1148,"Synechocystis sp. PCC
  6803",H2 production from methane,Bacteria,Cyanophyta,,1,"Production, Sustainability",Aquatic: marine,"Aerobe, Alkaliphile, Mesophile, Photoautotrophe",Unreviewed,No,Zaira Martín Moldes,,
82571,Terfezia boudieri,"Edible fungus, ecto/endo-mycorrhizal association with rock roses, axenic and artificial mycorrhizal growth possible, transformed",Eukarya,Ascomycota,,1,"Basic science, Food",,"Filamentous, Slow grower",Level 3,No,Charlie Gilbert,,
78579,Thermothelomyces thermophilus,"Enzymes (cellulases, phytases, laccases), food and feed industries (GRAS), growth on LCM",Eukarya,Ascomycota,,1,"Production, Sustainability",,"Filamentous, Moderate Thermophile",Level 2,No,Charlie Gilbert,Myceliophthora thermophila,
271,"Thermus
  aquaticus",Source for thermostable enzymes,Bacteria,Deinococcota,Negative,1,Production,Extreme: hot spring,"Aerobe, Thermophile",Unreviewed,No,Zaira Martín Moldes,,
274,"Thermus
  thermophilus",Source for thermostable enzymes,Bacteria,Deinococcota,Negative,1,Production,Extreme: hot spring,"Aerobe, Thermophile",Unreviewed,No,Zaira Martín Moldes,,
106634,Thioalkalivibrio versutus,Sulfur oxidizer,Bacteria,Pseudomonadota,Negative,1,Bioremediation,Extreme: hot spring,"Aerobe, Alkaliphile, Chemoautotrophe",Unreviewed,No,Zaira Martín Moldes,,
69359,Thiohalocapsa halophila,Sulfide oxidation,Bacteria,Pseudomonadota,Negative,1,Bioremediation,Aquatic: marine,"Alkaliphile, Anaerobe, Chemoautotrophe",Unreviewed,No,Zaira Martín Moldes,,
159292,"Tindallia
  californiensis",Potential source of pH and salt-stable enzymes,Bacteria,Bacillota,Positive,1,Production,"Aquatic: marine, Extreme: soda lake","Alkaliphile, Anaerobe, Halophile, Mesophile",Unreviewed,No,Zaira Martín Moldes,,
51453,Trichoderma reesei,"Enzymes (cellulases, hemicellulases), Antibiotic",Eukarya,Ascomycota,,1,"Production, Sustainability",Soil,"Aerobe, Filamentous, Mesophile",Level 2,No,Charlie Gilbert,,
5547,Trichoderma viride,"Produces antibiotics, nutrient competition for pathogenic fungi, parasitic, cell-wall degradation, enzymes, and induced plant resistance mechanisms",Eukarya,Ascomycota,,1,Production,Soil,"Aerobe, Filamentous, Mesophile",Unreviewed,No,Zaira Martín Moldes,,
91625,Umbelopsis isabellina,"High level lipid accumulation, polyunsaturated fatty acids used as biodiesel",Eukarya,Mucoromycota,,1,Production,,"Aerobe, Filamentous, Mesophile",Level 3,No,Charlie Gilbert,,
87280,Umbilicaria muehlenbergii,"Model, transformable lichen-forming fungus with dimorphic lifecycle",Eukarya,Ascomycota,,1,Basic science,,"Filamentous, Slow grower",Level 2,No,Charlie Gilbert,,
218144,Vagococcus carniphilus MCMB1018,EPS producing bacteria,Bacteria,Bacillota,Positive,1,Production,Extreme: soda lake,"Aerobe, Alkaliphile, Mesophile",Unreviewed,No,Zaira Martín Moldes,,
691,Vibrio natriegens,"Fastest growing free-living microbe, key validation strain",Bacteria,Pseudomonadota,Negative,1,"Model, Production",Aquatic: marine,"Aerobe, Mesophile",Level 1,yes,"Charlie Gilbert, Clair Kang",,CRISPRi
36659,Volvariella volvacea,"Edible fungus, grows on LCM",Eukarya,Basidiomycota,,1,Food,,"Aerobe, Filamentous, Mesophile",Level 3,No,Charlie Gilbert,,
4927,Wickerhamomyces anomalus,Biocontrol agent for food spoilage,Eukarya,Ascomycota,,1,Agriculture,,"Aerobe, Mesophile",Level 4,No,Charlie Gilbert,Pichia anomala,
1548547,Woeseia oceanium,Potential production/isolation of salt-stable enzymes,Bacteria,Bacteroidota,Negative,1,Production,Aquatic: marine,"Aerobe, Halophile, Mesophile",Unreviewed,yes,Zaira Martín Moldes,,
339,Xanthomonas campestris,Production of xanthan gum polysaccharide,Bacteria,Pseudomonadota,,1,"Materials, Production",,"Aerobe, Mesophile",Level 3,No,Charlie Gilbert,,
264483,Xanthophyllomyces dendrorhous,"High level astaxanthin production, production of mycosporine ‘microbial sunscreens’",Eukarya,Basidiomycota,,1,Production,,"Aerobe, Mesophile",Level 2,No,Charlie Gilbert,,
1824618,Xanthoria grammica,"Lichenised fungus, transformed",Eukarya,Ascomycota,,1,Food,,"Aerobe, Filamentous, Mesophile",Level 3,No,Charlie Gilbert,,
350,Zoogloea ramigera,Production of exopolysaccharide,Bacteria,Pseudomonadota,Negative,1,"Materials, Production","Aquatic: marine, wastewater","Aerobe, Biofilm Formation, Mesophile",Level 3,yes,Charlie Gilbert,,
264203,"Zymomonas
  mobilis ZM4",Convert sugar into ethanol anaerobically,Bacteria,Pseudomonadota,Negative,1,Sustainability,Aquatic: freshwater,"Aerobe, Mesophile",Unreviewed,No,Zaira Martín Moldes,,CRISPRi